# Example data 
# Camera window transmission  
# WL(nm) transmission
200	        1 
250	        1
252	        1
254	        1
256	        1
258	        1
260	        1
262	        1
264	        1
266	        1
268	        1
270	        1
272	        1
274	        1
276	        1
278	        1
280	        1
282	        1
284	        1
286	        1
288	        1
290	        1
292	        1
294	        1
296	        1
298	        1
300	        1
302	        1
304	        1
306	        1
308	        1
310	        1
312	        1
314	        1
316	        1
318	        1
320	        1
322	        1
324	        1
326	        1
328	        1
330	        1
332	        1
334	        1
336	        1
338	        1
340	        1
342	        1
344	        1
346	        1
348	        1
350	        1
352	        1
354	        1
356	        1
358	        1
360	        1
362	        1
364	        1
366	        1
368	        1
370	        1
372	        1
374	        1
376	        1
378	        1
380	        1
382	        1
384	        1
386	        1
388	        1
390	        1
392	        1
394	        1
396	        1
398	        1
400	        1
402	        1
404	        1
406	        1
408	        1
410	        1
412	        1
414	        1
416	        1
418	        1
420	        1
422	        1
424	        1
426	        1
428	        1
430	        1
432	        1
434	        1
436	        1
438	        1
440	        1
442	        1
444	        1
446	        1
448	        1
450	        1
452	        1
454	        1
456	        1
458	        1
460	        1
462	        1
464	        1
466	        1
468	        1
470	        1
472	        1
474	        1
476	        1
478	        1
480	        1
482	        1
484	        1
486	        1
488	        1
490	        1
492	        1
494	        1
496	        1
498	        1
500	        1
502	        1
504	        1
506	        1
508	        1
510	        1
512	        1
514	        1
516	        1
518	        1
520	        1
522	        1
524	        1
526	        1
528	        1
530	        1
532	        1
534	        1
536	        1
538	        1
540	        1
542	        1
544	        1
546	        1
548	        1
550	        1
552	        1
554	        1
556	        1
558	        1
560	        1
562	        1
564	        1
566	        1
568	        1
570	        1
572	        1
574	        1
576	        1
578	        1
580	        1
582	        1
584	        1
586	        1
588	        1
590	        1
592	        1
594	        1
596	        1
598	        1
600	        1
602	        1
604	        1
606	        1
608	        1
610	        1
612	        1
614	        1
616	        1
618	        1
620	        1
622	        1
624	        1
626	        1
628	        1
630	        1
632	        1
634	        1
636	        1
638	        1
640	        1
642	        1
644	        1
646	        1
648	        1
650	        1
652	        1
654	        1
656	        1
658	        1
660	        1
662	        1
664	        1
666	        1
668	        1
670	        1
672	        1
674	        1
676	        1
678	        1
680	        1
682	        1
684	        1
686	        1
688	        1
690	        1
692	        1
694	        1
696	        1
698	        1
700	        1
702	        1
704	        1
706	        1
708	        1
710	        1
712	        1
714	        1
716	        1
718	        1
720	        1
722	        1
724	        1
726	        1
728	        1
730	        1
732	        1
734	        1
736	        1
738	        1
740	        1
742	        1
744	        1
746	        1
748	        1
750	        1
999	        1
